22.07.2023;14:00;18
22.07.2023;13:00;18
22.07.2023;12:00;16
22.07.2023;11:00;21
22.07.2023;10:00;19
22.07.2023;09:00;24
22.07.2023;08:00;20
22.07.2023;07:00;20
22.07.2023;06:00;19
22.07.2023;05:00;17
22.07.2023;04:00;21
22.07.2023;03:00;25
22.07.2023;02:00;25
22.07.2023;01:00;27
22.07.2023;00:00;31
21.07.2023;23:00;35
21.07.2023;22:00;30
21.07.2023;21:00;36
21.07.2023;20:00;32
21.07.2023;19:00;39
21.07.2023;18:00;31
21.07.2023;17:00;36
21.07.2023;16:00;33
21.07.2023;15:00;30
21.07.2023;14:00;27
21.07.2023;13:00;28
21.07.2023;12:00;26
21.07.2023;11:00;39
21.07.2023;10:00;29
21.07.2023;09:00;42
21.07.2023;08:00;44
21.07.2023;07:00;42
21.07.2023;06:00;35
21.07.2023;05:00;28
21.07.2023;04:00;31
21.07.2023;03:00;31
21.07.2023;02:00;26
21.07.2023;01:00;30
21.07.2023;00:00;35
20.07.2023;23:00;37
20.07.2023;22:00;26
20.07.2023;21:00;20
20.07.2023;20:00;26
20.07.2023;19:00;31
20.07.2023;18:00;24
20.07.2023;17:00;29
20.07.2023;16:00;27
20.07.2023;15:00;27
