25.07.2023;20:00;36
25.07.2023;19:00;30
25.07.2023;18:00;47
25.07.2023;17:00;35
25.07.2023;16:00;32
25.07.2023;15:00;33
25.07.2023;14:00;27
25.07.2023;13:00;28
25.07.2023;12:00;37
25.07.2023;11:00;34
25.07.2023;10:00;39
25.07.2023;09:00;42
25.07.2023;08:00;35
25.07.2023;07:00;27
25.07.2023;06:00;12
25.07.2023;05:00;10
25.07.2023;04:00;9
25.07.2023;03:00;8
25.07.2023;02:00;11
25.07.2023;01:00;11
25.07.2023;00:00;17
24.07.2023;23:00;22
24.07.2023;22:00;28
24.07.2023;21:00;25
24.07.2023;20:00;37
24.07.2023;19:00;30
24.07.2023;18:00;32
24.07.2023;17:00;32
24.07.2023;16:00;37
24.07.2023;15:00;36
24.07.2023;14:00;34
24.07.2023;13:00;37
24.07.2023;12:00;50
24.07.2023;11:00;56
24.07.2023;10:00;53
24.07.2023;09:00;53
24.07.2023;08:00;49
24.07.2023;07:00;37
24.07.2023;06:00;25
24.07.2023;05:00;22
24.07.2023;04:00;13
24.07.2023;03:00;11
24.07.2023;02:00;17
24.07.2023;01:00;29
24.07.2023;00:00;48
23.07.2023;23:00;60
23.07.2023;22:00;37
23.07.2023;21:00;32
